"","X","reviews","ratings"
"2808",357,"Obviously critics suck once again for being a cheesy demon flick I actually thought it was better than the conjuring and the Nun and that other crop they've been putting out. Interesting enough plot intense scenes of violence, good cast. Had a lot of potential for a cool sequel. There were parts that dragged a bit but overall I thought it was pretty good. Wish they made a sequel I'd actually go pay to see unlike the other horror stuff thats been released in the last 6 years.",4
"2809",358,"I think it was trying to be a bit too much like the exorcist! Lots of films have tried to follow in the footsteps of the exorcist but all have failed theres only a limited amount of times that you can tell a similar story kind of once you've seen one you've seen them all, considering the plot not too bad acting but some of the pocession scene are pretty damn laughable",2
"2810",359,"A relatively successful horror film with an interesting story that depicts the arrival and birth of the antichrist.  Of course, this one definitely doesn't belong to the top horror movies, but even so an interesting spectacle that I wasn't bored after a long time.  For those who like various films about exorcism, this film is definitely worth watching.  Don't expect any miracles from this film, but for a good average it will be enough.",4
"2811",360,"I really don't understand the storyline of this horror film.. This film is very boring and in Islam, if someone is possessed by a demon there are no complicated rituals.  Just enough to read the verses of the Quran, the devil immediately came out. but here I saw the story of this film is very complicated and overly",1
"2812",361,"THE VATICAN TAPES has a lot of cool ghost magic horror camera tricks, especially the last few minutes at the end, but that doesn't make a whole movie. Though the tricks are this whole movie. Ancient mysticism in the modern world can be a good time. I wonder if movie creators shouldn't try relating to daily living rather than mental illness. Mental illness has its own stigmas without religious mysticism  continuing to muddy the waters. This is a soggy piece of white bread sandwich someone left on the counter. The narrative is a flavorless smear at differentiating magic from mental health while mashing them together at the same time. There are some nice performances - but the performances are at their best with exposition monologues. One funny decision was what they made during the credit roll, choosing then to give us the biblical verses. Including the verses throughout the movie would've been better than waiting for the end, like it's some big reveal.",2
"2813",362,"Some interesting moments among many cliche ones. It’s not bad nor great. ",3
"2814",363,"I had no idea this movie existed and honestly I'm glad I gave it a try. It was definitely a side of Meryl Streep that I hope never resurfaces again. Surprisingly/and not surprisingly she did a great job in a role that was a million miles away from the kind of roles she usually plays. Never in a million years could I picture her as a rock star, but she makes it work. Her singing? Well, it's not good but it's not bad either. And the fact that Rick Springfield played her boyfriend was a nice bonus. He's still an amazing musician, decades after ""Jessie's Girl"". I hated the character of Meryl's daughter. Just an awful, hateful person. Granted she had good reason for her bitterness, but it was a little much. On the flip side, I really liked Kevin Kline as the ex-husband and I liked the men who played her sons. This movie is not a comedy at all, and there were very rare laughable moments. I'm glad I watched the whole thing because the ending made up for any shortcomings of the movie. So much so that when the movie ended abruptly after that scene I was disappointed because I was hoping that there would be something more. I might even be enticed to watch it again and I'm willing to bet that I'll like it better the second time",4
"2815",364,"There are times it drags  but when it comes together the film is endearing and heartfelt.",3
"2816",365,"It doesn’t get much better than this!",5
"2817",366,"It fell a little flat in places. However for the most of it, it was pretty good.",4
"2818",367,"Terrible film..boring and painful to watch...a complete failure. I have been a Meryl Street fan for many years and this must be her worst film. The story was mediocre and predictable and the songs were poor at best. It hurts me to say that her singing was forced and painful to listen to...Mama Mia worked, this did not. I still think Meryl is wonderful and I hope that she is more selective when choosing her next film.",1
"2819",368,"Not a good plot 
 Meryl was great though
",1
"2820",369,"Lmao. What a piece of shhhhhhhh",1
"2821",370,"Ricky and the flash is about as average as a movie gets. If you're hoping for a movie about bands you'll be disappointed. What keeps the movie entertaining is Meryl Streep's performance and The songs that she performs. Beyond that the movies is just a ho-hum family drama about problems, separation, kid issues, etc. Stuff we all seen before. And sadly Meryl's performance is not enough to save the ho hum script.",3
"2822",371,"Entertaining and predictable but lacking a bang. Of course Meryl Streep is brilliant in the delivery of her portrayal but doesn't seem to quite get what she deserves. It ends abruptly just when you expect some kind of revelation but nothing really happens. It shuts down just as it was getting somewhere.",3
"2823",372,"GREG: (Greg Smith, Founder of Agile Writers of Richmond, VA) Scott, don t lose that number, it s time to review Ricki and the Flash.

SCOTT: (Dr. Scott Allison, Professor of Psychology, University of Richmond) Ricki has some splainin to do. Let s recap.

GREG: We re introduced to Ricki Rendazzo (Meryl Streep), an aging rocker working bars and honky tonks and playing songs from the classic age of rock and roll - with an occasional diversion into Pink. She s barely making ends meet between her gigs and clerking at the grocery store, when she gets a call from her ex-husband that their 20-something daughter Julie (Mamie Gummer) has attempted suicide.

SCOTT: Ricki scrapes up enough money to fly to Indianapolis to give her daughter Julie some emotional support. She s too poor to stay at a hotel and so she stays with her ex-husband Pete (Kevin Kline) who lives in a mansion with his current wife Maureen (Audra McDonald). Ricki must deal with Julie s resentment toward her, and the awkwardness of her visit is compounded by the arrival of her other two children and Maureen herself.

GREG: Scott, there s nothing really interesting about this story. Unless you are a fan of Meryl Streep. As usual, she gives a great performance. She reminds me of Bonnie Raitt from the 90 s. Frankly, I thought she sauntered through this role. It didn t look like much of a stretch for her. On the other hand, Streep s own daughter plays the role of Julie. Gummer does a passable job as the spoiled and distraught daughter. Ricki brings a certain chaos to Pete s life which is otherwise quite bland. And it looks as though that chaos is what attracted Pete to Ricki in the first place. The story goes through the usual paces with Ricki telling her daughter to skip therapy and take a spa day. There s also a run-in with the new wife who held the family together in Ricki s absence. And then there s the bisexual son who is really gay but never told Ricki. It s all very run of the mill without a lot of real conflict. Just situations where conflict might exist.

SCOTT: It s a good story, Greg. The problem is that everything that happens is too predictable and too saccharine. Ricki starts out estranged from just about everyone -- her band member Greg (Rick Springfield), her ex-husband, all her children. Because shes not a bad person, we know that by the end of the story she ll have bonded with everyone. The question then becomes how does Ricki s life change. What we find is that the transformation of all these relationships occurs in unsurprising ways. In-between all these predictable events we re treated to a lot, and I do mean a lot, of Meryl Streep belting out 70s rock tunes. She does an amazing job, but what we really have here is a 45-minute movie with a 90-minute playing time.

GREG: As a hero, Ricki is very flawed. She is insensitive to her boyfriend - refusing to admit she  loves  him or that they are dating. She left her children to be a rock star - a goal that never materialized. She apparently spent little time with her kids as they grew up - letting another woman raise them. It s only her relaxed lifestyle and clear affection for her children that redeems her to us. And it s enough to allow us to sympathize with her and root for her to do well.

SCOTT: It s interesting that we never see Ricki behave poorly as a wife to Pete or as a mother to her three children. We only see her as a sympathetic figure, a woman trying to atone for her past mistakes and who ends up doing a fine job with her redemption. It s nice that everyone ends up forgiving her, accepting her, and loving her in the end, but this resolution seems unrealistic. And maybe thats the point -- we dont ever see dysfunctional families doing a big group hug at the end, but we sure would like to. The supporting cast does a workmanlike job in this film. Rick Springfield surprised me with his acting chops. Pete and the kids are pretty much stock characters who make our hero s life difficult for a while, but they soften in the end, much like Ricki has softened. Perhaps  soft  is the key term here -- this movie is soft in many, not very flattering ways. Like you said, Greg, Streep shows off her vast talents here, but this film is nevertheless a light, fluffy, made-for-TV movie.

GREG: I liked the second wife in this movie - Maureen. She s a strong woman who stepped into the hole that Ricki left. It s an interesting dynamic between Maureen and Ricki. There s a sense that Maureen successfully eased Ricki out of her children s lives. Then, when Ricki returns to California, Maureen has a change of heart and invites Ricki to her son s wedding. Or was it a change of heart? Was Maureen aware that Ricki wouldn t have the funds to fly back? Regardless, it is her boyfriend Greg who sells his Stratocaster so that Ricki can attend the wedding. And that raises a question for me about secondary heroes. Greg is a secondary character, but he is a sort of martyr. He gives up something of great value to him, so that the hero of the story can have something she wants. He s an enabler of sorts - or in the lexicon of our book  Reel Heroes and Villains  - a catalyst for Ricki s change.

SCOTT: Ricki and the Flash is a pleasant movie about an aging mom who was once a bad mother and is now given a chance to redeem herself. This theme is a common one in today s movies -- witness films such as 3 Days To Kill, Snitch, and A Good Day To Die Hard. The baby-boomer generation is apparently desperate to make amends to the younger generation for its self-indulgent ways. Ricki isn t a bad movie but I won t be giving it a second look. The film deserves about 2 Reels out of 5. Our hero Ricki is on a journey of redemption. She has no mentors, really, and on her own she relies on kindness, loyalty, and patience to win the hearts of her grown children. Perhaps these are the missing qualities that Ricki needed to achieve her redemption, but we are given no insight into how she acquired them. The hero journey is thus a bit stunted. I award Ricki 2 Heroes out of 5. The supporting characters are adequate but unmemorable. When I think back to this movie, all I ll really remember is Streep s excellent performance as Ricki and as a rock n roll wanna-be star. Generously I ll award the supporting characters 2 rating points out of 5.  Movie: Cast:  Heroes:

GREG: Agreed on all counts, Scott. Ricki and the Flash is merely a vehicle for Streep s daughter, Gummer, to have a bit of the spotlight. Perhaps art imitates life as Streep gives something back to her own daughter. We ve seen this in other films like Will and Jaden Smith in The Pursuit of Happyness (2006) and again in Beyond Earth (2013). Movie history is rife with nepotism. I give Ricki and the Flash just 2 out of 5 Reels. The hero story is pretty simple. Ricki does go through a transformation in that she reconnects with her children. And she realizes that she loves her boyfriend Greg and has to accept him as her lover or lose him. She has been pushing people away her whole life and finally realizes she has to be less selfish. I give her 3 out of 5 Heroes. The secondary characters are pretty boilerplate, two-dimensional cutouts. The husband is a bland businessman, the second wife is heartless, the kids are a selection of Lifetime tropes (depressed daughter, yuppie son, and gay son). The character I liked most was Greg the boyfriend because it is his sacrifice that tilts the scales and catalyzes Ricki into the transformation she needs. And he has a likable name. I give the supporting cast 2 out of 5 Cast points. Movie: Cast: Heroes:",2
"2824",373,"Una storia che andava raccontata, e che viene narrata nel modo corretto.
Senza addolcire la pillola, e dando il giusto spazio a tutti gli interpreti principali.
Il trio simbolo della creazione del gangsta rap, viene presentato con un'ottima individuazione delle caratteristiche dei personaggi; Eazy E, Ice Cube e Dr. Dre sono perfettamente riconoscibili e assolutamente identici agli originali (sia fisicamente che come carattere).
Sceneggiatura liscia, pulita e chiara; in grado di inserire diversi avvenimenti e personaggi di contorno.
Ed ovviamente una colonna sonora adeguata e perfettamente collegata alle fasi del film.",4
"2825",374,"This movie is actually perfection! This movie shows people what is right and what is wrong and it's so meaningful and sad what they did to people back then. The acting is some of the best I have ever seen and the plot is just so well structured and tells an amazing story. The movie keeps a great pace that never bores you, but also never rushes the movie. The characters are looked into and defined so well and each have their own stories. The movie has such a good, but sad, ending and it is so heartwarming. Overall this movie is perfect and takes my number two all time movie spot!",5
"2826",375,"Man, this movie takes me back.  Straight bangers from my era of rap music.",4
"2827",376,"I mean I didn‘t grow up with this music so it went straight over my head. And some of the actors just aren‘t that used to acting yet.",2
"2828",377,"Great to see the ""history"" of the NWA from start to finish. For those who like Rap/Hip-Hop, it's a very good movie.",4
"2829",378,"Couldn't have been better, it might not be ""critic"" perfect, whatever that is, but I loved it.",5
"2830",379,"Perfection. Absolute perfection.",5
"2831",380,"A great film Bout a subject I enjoy anyway...well acted and great soundtrack",4
"2832",381,"This gets five stars, not only because of the rap group, but because the scenes and story that is told. The songs they choose for certain scenes match the scene, and some scenes are really funny. I really like that they got the actual people from the true life events, O' Shea Jackson (a.k.a Ice Cube) and even Andre Romelle Young (a.k.a Dr. Dre) to produce and direct the movie to make it as realistic as possible. The actors did an amazing job of portraying their fathers and their actions as well, and I really love that this movie can take you on a ride of emotions. This movie can make you laugh, cry, smile, even angry! It's amazing. The only problem is that they they didn't add the event of EAZY-E making the diss-track, 'real mothaphhucking Gs' towards Dr. Dre after he left the group. This movie has the amazing scene that is when they sing 'Fuk Tha Police' on stage in Detroit even after being told they weren't allowed to play the particular song. I absolutely recommend this movie if you want a good story about legends in the rap, or even music industry, and even if you're just looing for adventure in a more modern time or the 80s and 90s, this movie has it. Definitely five stars in my opinion.",5
"2833",382,"It's really well acted, a great story, and a well done piece of history. It's a great movie that both rap fans and non-fans will enjoy.",4
"2834",383,"A decent story...and Liotta doesn't do bad...but with this story it could of been so much better...to me it's like an uncompleted movie",3
"2835",384,"I don't understand the low scores for this movie. Ray Liotta plays a great lead and the concept is a cool idea for an action/sci-fi film. There is an exceptional villain and other cool characters as well. I love this movie and bought the DVD when it came out.",4
"2836",385,"Love the movie but wow amazing movies crazy as hell no way",5
"2837",386,"Although it's mainly just Escape from New York on an <U+0001F3DD>. I still think it's great. It has an all <U+0001F31F> cast, an interesting story and very satisfying ending. Once you get past the plot holes it's enjoyable enough to see at least once.",4
"2838",387,"It's not god awful, but it is pretty bad.  It has a nice cast with Ray Liotta and Lance Henrikson, but the story is pretty stupid.  This definitely has a Cult following and I really don't get that. It has a lot of action and all of the explosions seemed to be rigged with Fireworks.  It's also very long at almost 2 hours.  They should have cut about 30 minutes from the running time.  It takes place in the year 2022 which probably sounded like a long time into the future back in 1998...",2
"2839",388,"Moves somewhat slow but it’s a nice dystopian type throwback with a pretty exciting conclusion. ",3
"2840",389,"Overall, this is an enjoyable blast from the 90s.  Escape From Absolom brings some new and some similar things to the screen.  It's also exciting to see actor Ray Liotta take on a different role, such as a leading action hero.  The film's audio track is a solid compliment.  In the end, I can't deny that this is a fun flick from the 90s despite some issues I have with the film.  6.2/10 - Walkden Entertainment",3
"2841",390,"Ein richtiger wahrer Männerfilm!
Ein ehemaliger Militärpilot, der in einem Einsatz einmal ein ganzes Dorf ausradierte und dann ein Offizier erschoss, wird auf eine Gefängnisinsel verurteilt. Dort gibt es zwei Lager: Das eine das einigermassen zivilisiert lebt und sich gegenseitig hilft zum Überleben. Das andere Lager ist das genaue Gegenteil: Die Lebenden sind wahre Barbaren, die sogar sich selber fressen!
Es ist ein wahrer Survival-Drama-Action Story. Dem Antihelden Ray Liotta hat nur Bock, von der Insel wegzukommen. Alles andere ist ihm Egal. Selbst Charakterdarsteller Lance Henriksen kann nicht viel bewirken.
Auf der Gegenseite ist nur Bösewicht Stuart Wilson, der einem ein Lächeln ins Gesicht zaubert. Wilson fühlt sich ziemlich wohl in seiner Rolle und er geniesst es, den sadistischen Oberhaupt zu spielen.
Sonst bleibt der Film platt und einfallslos. Nur der Stunt von Liotta, vom Felsen ins Tal hinunter und dann in den See, bleibt ein WOW-Effekt.
Die Rollen sind Stereotypisch und vorhersehbar.
Verwunderlich ist eigentlich nur, dass der Film auf den Index gelangte, wegen den Gewaltdarstellungen. Ehrlich gesagt, gibt es Heute mehr ausgeklügelte Gewaltorgien und die sind sogar ab 16 Jahren.
Fazit: Einmal reicht. Es fehlt auch den weiblichen Touch. Die Insel ist ein Klischeehafter Männertraum!",2
"2842",391,"It's basically a mishmash of a bunch of different sci-fi stories, namely things like Mad Max and Escape from New York. It's a formula that works well, so for the most part it's pretty decent, it just doesn't do much new. It's basically like an old episode of Xena or Hercules. Fun, but disposable.",3
"2843",392,"Fun, action packed movie if somehow largely forgotten. It feels a little flat at times and the ending a little abrupt. Enjoyable all the same.",4
"2844",393,"Boring, i lost interest in these 2 characters  way before the end but stuck with it. Wish I hadn't bothered <U+0001F60F>",3
"2845",394,"I personally liked this movie. It's a simple but yet beautiful romance story. It was interesting to watch where the characters go and how much of a simple adventure it got. A small story about romance and the problems everyone is going trough. I enjoyed tis movie very much.
7/10",4
"2846",395,"Beautiful, thoughtful, quiet, poignant, and true.
This film is excellent. Top-notch writing, entirely driven by strong characterization without contrivances. The acting is excellent, and the dialogue is believable, natural, and honest. This is not your average romcom, and it might not even qualify as a romcom at all, because although it asks many of the kinds of questions that romcoms try to ask, it answers them with far more maturity than most do. This story has themes that resonate and an ending that delivers. There are moments of the transcendent alongside moments of the awkward, and that gives the experience a ring of realism. The personal mysteries are revealed at a good pace, and the story never becomes saccharine, boring, or entirely predictable. I appreciated the good use of silence. I was occasionally annoyed by the unnecessary shakiness of the hand-held camera or the blurry focus of foreground objects, but that only happened a couple of times. This is otherwise a beautiful, thoughtful, quiet, poignant, and true character piece, and it's well worth the watching.",5
"2847",396,"I realize I'm in the minority here, but I really liked this movie. I thought there was good chemistry and it was a different story.",4
"2848",397,"Bloody awful. Goes to show every major actor has a ""blue period"" before their big break. Thanks for taking the hit Chris Evans!",1
"2849",398,"This movie was long, drawn out and boring. The ending just made me angry. They have this big romantic night and then just go their separate ways? WTF. Aren't the star supposed to end up together. Will not have a second viewing of this movie.",2
"2850",399,"Simply beautiful... 
I love it.",5
"2851",400,"If you want the--what I personally think is overrated--sunshiny improbable romantic flic  that overwhelms mainstream media today, then this is not the movie to see. If you prefer instead to broaden your cinematic intake and view a movie that realistically portrays the beauty found in chance encounters and their potential impact on your life, then this IS a movie you should see. It was refreshing because it was different, and comforting because it was realistic. You are left to take from it what you will, as if you were the characters in the encounter. I have watched it twice now and probably will again in the future.",4
"2852",401,"It's just so good. Starts off as a wtf crap night for two ppl that turns into helping each other confront hard truths and becoming something so much more and it kills me that I don't know what he wrote on the back of the survey card. Kills me. Loved the way it was shot. I hope he directs more in the future.",5
"2853",402,"I love this movie. The acting is perfect. The chemistry between Alice Eve and Chris Evans is electric.
It perfectly captures what it's like to fall in love with someone, even if only for a moment, and come away changed. I've seen it 4 times amd will definitely watch it again.",5
"2854",403,"The Perfect Guy is a perfect mess. Cliched, facepalms around every corner but it's like a daytime movie. Disjointed, eg spends a lot of time on things that don't matter then speeds up other scenes to catch up. The strange twist to the main character suddenly becoming a badass (in a montage) is cringey and annoying. It passed the time.",2
"2855",404,"It's up and down it gets good then you lose interest",2
"2856",405,"It es phenomenal michael ealy is a visionary and you can see thevision he had for the sociopath that he played",5
"2857",406,"This movie was great and entertaining ",5
"2858",407,"A decent thriller, that anyone can watch easily..",3
"2859",408,"Decent but I was very upset at how the ending turned out.  Had a different road map on how to deal with the perfect guy.",3
"2860",409,"This film had a lot of potential and good actors, but the overall flat tone caused it to fall short of achieving enjoyable thrill and suspense.",4
"2861",410,"SCOTT: (Dr. Scott Allison, Professor of Psychology, University of Richmond) Greg, it s a perfect time to review this next movie.

GREG: (Greg Smith, Founder of Agile Writers of Richmond, VA) Yes, it s Fatal Attraction for a new generation. Lets recap.

SCOTT: Thirty-six-year-old Leah (Sanaa Lathan) and her boyfriend Dave (Morris Chestnut) are having relationship woes. She can feel her biological clock ticking away, and she wants to have a family. But Dave doesn t. The issue is a dealbreaker for her, so she dumps him. Now Leah is back in the dating world, trying to get over Dave and move on with her life...

GREG:   when she meets Carter (Michael Ealy) - a very nice guy who brings flowers to her mother and Giants tickets to her father. He ingratiates himself to Leah, her family, and her best friends. But one night while getting gas, Carter get jealous when a man is admiring his car - which Carter mistook for unwelcome admiration of Leah. Carter beats the living tar out of the man. Leah tells him she never wants to see him again, but Carter begins stalking her. Leah appeals to the police but their hands are tied. Now it s a game of cat and mouse as Carter advances, and Leah retreats.

SCOTT: Greg, by calling itself The Perfect Guy, this movie gives away its premise, namely, that some poor woman is going to fall for a guy who seems too good to be true -- and is. So right off the bat, we know exactly what will happen, but we don t know how it will happen. The strength of the movie lies in its execution: Are the characters interesting, do they have depth, do they grow or change in any significant way, does the hero captivate us, etc. In short, can this movie overcome its self-inflicted predictability? Sadly, the answer to all these questions is  not so much . To be sure, this is a movie that is hard to dislike, thanks in large part to the sweet girl-next-door appeal of our hero Leah, who has a good heart and rotten luck with men. Her first beau, Dave, isn t a bad guy at all; he just isn t ready for children. We can t even blame Leah for falling for Carter, who does and says all the right things. Herein lies the appeal of the story. We ve all been in Leah s shoes. We know what a risk it is to meet complete strangers and begin dating them. We ve all seen Fatal Attraction and in the back of our minds lurks the fearful possibility that we re falling for a Glenn Close-like character.

GREG: The Perfect Guy reminds me of last year s No Good Deed. In it, a woman helps a man who is on the run. He seems nice enough at first, but ultimately the movie turns into a long chase scene with the plucky damsel in distress ultimately doing in the bad guy. Here, Leah does everything she should do (including calling the police) but Carter keeps coming back. The movie ends with Leah killing Carter with a shotgun. Leah is a pretty good hero. She s smart and resourceful. She doesn t fall into a lump and cry because she doesn t like her situation. She changes her phone number. She calls the police. She asserts herself and gets a restraining order. She learns to shoot a gun. This is a take-charge woman who knows what she wants.

SCOTT: I agree, Greg, that Leah s hero s journey is fairly solid. At first she lacks the ability to take control of her life and survive the threat that Carter represents. With the help of her police mentor, Detective Hansen (Holt McCallany), she learns to become self-sufficient and gains self-confidence in the process. At the beginning of the movie, this is a woman who is vulnerable; by the movie s end, this is a woman you don t want to mess with. She also discovers an important truth: It isn t easy to find and fall in love with the right person, and so when you do, it s best not to let anything come between you and the well-being of that relationship. The supporting characters are limited in size but quite strong. Carter was indeed a wonderful guy on the surface and would have fooled me, too. He s an effective deceptive villain. Dave is a sweet friend and lover to Leah, a strong, silent type. Detective Hansen is a bit stereotypical as the police sergeant who is limited in what he can do to help Leah, but he emerges as an indispensable help to her. Leah s two girlfriends are rather forgettable. But overall, as with the hero s story, we have a solid herd of supporting characters.

GREG: I liked that they gave Carter a bit of backstory to explain his evil ways. You see, Carter was adopted. And he felt abandoned by the fact that his birth parents didn t want him. This avoids the  pure evil  character that we warn about in our book  Reel Heroes & Villains.  You want your villain to have a pain that he succumbs to - as a way of explaining why the villain turned to evil. The Perfect Guy isn t the perfect movie. It isn t the perfect horror. Nor is it the perfect thriller. But it is a good way to pass a couple hours in the dark. The one thing that left me wondering is a scene Leah has with her mother. She asks Mom how she knew Dad was the one. Mom replies that he was persistent - no matter how many times she said no, he still kept on trying. It s a nice little story. But it, too, smacks of stalking. What s the lesson then? I don t think anyone can parse a lesson out of this film which is why I give it a middling score of 3 out of 5 Reels. Leah is a decent hero. As you point out, Scott, she travels a nice arc from being vulnerable to being able to fend for herself. We don t get much backstory for her, though. It is apparently enough that she is a mature woman of thirty-something and naturally wants children. We don t see any negative traits to her, aside from throwing out a perfectly good man just because he isn t ready to procreate. I give Leah just 3 out of 5 Heroes. And our secondary characters are pretty much par for the course. I enjoyed Michael Ealy s Carter character. He was likable and sinister at the same time. The other characters (Detective Hanson, Mom and Dad, the dueling BFFs) were hardly worth writing home about. Not to mention (we almost didn t) the bland next door neighbor who you knew was going to die from the moment you see her on the screen. I was going to give them all just two cast points, but Ealy was great in this film. So I ve incremented their score to 3 out of 5 Cast points.  Movie: Cast: Heroes:

SCOTT: I wouldn t recommend The Perfect Guy to couples who are on their first date or two, or to people who love being surprised by a movie s twists and turns. There are no twists and turns in The Perfect Guy. It s perfectly predictable, but also perfectly innocuous and semi-appealing if you don t mind turning your brain off and basking in seeing someone else have a worse love life than yours. I give this movie 2 Reels out of 5. The hero s journey is quite respectable in showing how Leah transforms from a na ve, dependent woman into a strong, independent force to be reckoned with. There is excellent mentoring from the police detective and friends and allies who assist Leah on her journey. None of this is academy award material, but it s still a decent hero s story. I give Leah 3 Heroes out of 5. The three main supporting characters -- Dave, Carter, and Hansen   do a fine job of helping or opposing Leah. I was shocked that the cat survived this movie, as I was 100% convinced that it would be boiled to death like the bunny in Fatal Attraction. For some reason, Leah never even connected the bland neighbor s death to Carter, which I found to be an odd omission in the film. Overall, these characters earn 3 out of 5 cast points.  Movie: Cast: Heroes:",3
"2862",411,"Meh... Just all-round laziness and lacking original creativity. The cast was okay, but the ripped-off script, the lack of rewriting, not fixing the character development just ruined the entirety of the film.",2
"2863",412,"very good movie!! that guy was sick in the head!! sad to happy ending!!",5
"2864",413,"I love this smart, funny movie because the characters help each other overcome their own internal obstacles to love.  Most rom-coms only require the leads to overcome exterior obstacles.  Sudeikis is terrific!  Alison Brie, Adam Scott, and Adam Brody are all very good.  Jason Mantzoukas and Andrea Savage are hilarious!",5
"2865",414,"A tratti divertente, a tratti abbastanza sconnesso ed imbarazzante.
Commedia che parte da una trama molto banale e già vista, a cui purtroppo, invece che provare ad approfondire il tema della dipendenza de sesso, preferisce accontentarsi di una love story senza grandi spunti.
I dialoghi sono funzionanti quando c'è complicità ed amicizia; la commedia a cui i due attori sono sicuramente più adatti.
Funziona decisamente meno l'epilogo romantico.",3
"2866",415,"I really enjoyed this movie. It had heart and depth. The characters grew. The plot held surprises to the end. And, it was cute and funny too.",5
"2867",416,"It's not the most original movie ever made, however, knowing how the movie will end doesn't make the journey any less enjoyable. In the end, it's full of cliches, but still a fun ride.",4
"2868",417,"Great fantastic touching story romantic comedy starring Alison brie and Jason S.",4
"2869",418,"What did I think of Sleeping With Other People? Check out my review below?
https://open.spotify.com/episode/6otNXwEtpCN2CwJptXW31v?si=BS3lIJeJQGCB5W8W_YSviw",5
"2870",419,"On the surface this looks like any other stupid romcom. If you look closer it's really a well directed film, funny, great leads with really tangible chemistry. It's little things the character do that hit you in the gut and make you think ""yeah. That's what love feels like."" It shows it perfectly good and bad.",5
"2871",420,"Total crap. The screenwriter should never pick up a pen again--go back to baking muffins.",1
"2872",421,"Wow. I dont know what to say. Amazing performances from Alison Brie and Jason Sudeikis. I honestly am speechless. Bravo.",5
"2873",422,"Loved this movie!  It is a feel good movie -- and some funny scenes.  The music is pretty good also--",5
"2874",423,"Now, this is a bad mofo movie!!! Heck to the yes.",5
"2875",424,"Tense, well-acted, and beautifully shot. I didnâ(TM)t think Emily Blunt had the chops for this role but she changed my mind.",4
"2876",425,"great film, on the edge of your seat",5
"2877",426,"Yo le doy media estrella mas. Y quien es esa china con gafas?",4
"2878",427,"When I see soldiers in combat, with their life saving helmets unbuckled, I know its going to be ""a load of pooh movie"" so I switch off.",1
"2879",428,"Not the worst WWII movie I've seen. They did a good job with authentic uniforms and weapons for the most part. 

Rourke's part in the film was completely ridiculous. It almost seemed like he showed up on set, wore what he wanted and shot his part. He probably said, ""you want me in your move I'm going to do what I want whether you like it or not"" only explanation I can come up with for him wearing a flippin cowboy hat, and long hair in an otherwise well costumed movie. I'm guessing maybe he and Dolph came as a package deal? He's by far the worst part of the movie...eliminate him and I might have given it 3 stars.

Other than his horrible French accent, Dolph wasnt nearly as bad as some of the roles I've seen him in. Not quite sure why they made him into a legionnaire though. Better option would have been to let him act in his natural voice and just have him be a special forces instructor instead of trying to force him into a French role.

The German officer was a bit over the top as well...GI dog tags, unit patches...I'm just not sure why in a movie looking pretty authentic that they would stray from that with Rourke and the German officer....

Overall, its not a horrible film, but I wouldnt go out of my way to watch it. Make a few changes and it could have been much better.",2
"2880",429,"this low budget war movie shows a suprising attention to detail. while this movie isn't some big blockbuster it's definiately not some home video put into cinema. the actors do a really good job. the director have really gone to lengths to use authentic equipment such as the german half track and the panzer 3 tank. A MOVIE THAT'S HIGHLY UNDERATED!",5
"2881",430,"The underlying story is pretty good, the actors are mostly good, i can only blame the poor film to the director and editor. Seriously missing any tense action, its just a bit of a mess.",3
"2882",431,"I love a great war movie.  This isn't one.  Awful Dirty Dozen knock-off.  Lundgren's French accent is straight out of horror films.  Rourke plays a long-haired Colonel whose face looks like a battering ram hit it until the cows came home.  The lead has facial hair in WWII.  The wise-ass  Sergeant would be shot for dereliction of duty.  The dialogue out of children's homework.  NOTHING works.  This is simply unwatchable.  */*****.  Pure shit.  ?/18%.",1
"2883",432,"Beyond horrible. This actually makes Uwe Boll movies seem realistic and believable.  At least Uwe makes movies for the tax break... I couldn't guess the motivation for this trash.  This comes from a fan of everything WWII, and someone that actually enjoyed previous Dolph Lundgren movies. But this... just no.",1
"2884",433,"I can't say I hated it, maybe not liked it a whole tone but didn't hate it. Really it's a pretty basic plot for a war movie. But that doesn't make it bad. Not sure why people hate it so much.",3
"2885",434,"A Freaking joke!  Watched 5 minutes and had to turn it off.  Lacks realism.  Soldiers in the 101st with fu-man-chus & goatee.  Colonel wearing khakis in winter--in France with cowboy hats...and about 80 years old.  Every shot fired is a tracer round.  White Tail Dear in Europe? Don't waist you time or money...high-schoolers could have put on a better production.",1
"2886",435,"I'm a fan of Luke Goss, but if you're going to watch War Pigs, you may as well skip to the last act, 'cause there is *nothing* worth watching in the first 55 minutes. Prior to this mark, War Pigs is boring to the point of wanting to switch it off, and honestly, that feeling comes and goes even after.

Maclain Nelson is honestly the best War Pigs has to offer, and he's on screen for all of about three minutes. Which is far longer than the cover-touted Chuck Liddell and Mickey Rourke appear.

It ended better than I had feared, and worse than I had hoped, at the end of the day, War Pigs is ultimately missable.",2
"2887",436,"less then 10 minutes in into the movie and you got poor camera work, bad dialogues, vietnam war like platoons movement in the ww2 european theater, a toothpick chewing colonel in cowboy hat. so poorly researched, military history buffs will have a fit within 10 minutes, and the action scenes are b-rated at best so won't appeal to those just looking for a shoot-them-up 90 minutes.",1
"2888",437,"My favorite film of the franchise",5
"2889",438,"Remove all the fun parts from the fun movie and crank up the cringe humour to eleven to get this movie.",2
